_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
687,687,DEM Commissioner At-Large East Deer (Vote For 3),Rick Stoneburner,DEM,97,29.85,877,234,2,2,0,0
688,688,DEM Commissioner At-Large East Deer (Vote For 3),Anthony Taliani,DEM,91,28,877,234,2,2,0,0
689,689,DEM Commissioner At-Large East Deer (Vote For 3),Write-in,DEM,31,9.54,877,234,2,2,0,0
690,690,DEM Commissioner East Deer Ward 1 (Vote For 1),"Joseph E. Novosat, Jr.",DEM,48,96,311,72,1,1,0,0
691,691,DEM Commissioner East Deer Ward 1 (Vote For 1),Write-in,DEM,2,4,311,72,1,1,0,0
692,692,DEM Member of Council East Mckeesport (Vote For 3),Write-in,DEM,142,100,1337,305,3,3,0,0
693,693,DEM Member of Council At-Large East Pittsburgh (Vote For 2),Edward Ruane,DEM,93,52.54,1195,156,3,3,0,0
694,694,DEM Member of Council At-Large East Pittsburgh (Vote For 2),Ahmonique Washington,DEM,80,45.2,1195,156,3,3,0,0
695,695,DEM Member of Council At-Large East Pittsburgh (Vote For 2),Write-in,DEM,4,2.26,1195,156,3,3,0,0
696,696,DEM Member of Council Edgewood (Vote For 3),Moshe Sherman,DEM,599,48.78,2709,1018,3,3,0,0
697,697,DEM Member of Council Edgewood (Vote For 3),Ben Love,DEM,554,45.11,2709,1018,3,3,0,0
698,698,DEM Member of Council Edgewood (Vote For 3),Write-in,DEM,75,6.11,2709,1018,3,3,0,0
699,699,DEM Tax Collector Edgeworth (Vote For 1),Write-in,DEM,12,100,1410,514,2,2,0,0
700,700,DEM Member of Council Edgeworth (Vote For 3),Rebecca Mahr Cartus,DEM,200,92.17,1410,514,2,2,0,0
701,701,DEM Member of Council Edgeworth (Vote For 3),Write-in,DEM,17,7.83,1410,514,2,2,0,0
702,702,DEM Member of Council Elizabeth Borough (Vote For 3),Timothy C. Guffey,DEM,79,55.24,858,170,1,1,0,0
703,703,DEM Member of Council Elizabeth Borough (Vote For 3),Jason Berman,DEM,53,37.06,858,170,1,1,0,0
704,704,DEM Member of Council Elizabeth Borough (Vote For 3),Write-in,DEM,11,7.69,858,170,1,1,0,0
705,705,DEM Commissioner Elizabeth Township Ward 1 (Vote For 1),Mark Cain,DEM,197,91.63,1446,407,2,2,0,0
706,706,DEM Commissioner Elizabeth Township Ward 1 (Vote For 1),Write-in,DEM,18,8.37,1446,407,2,2,0,0
707,707,DEM Commissioner Elizabeth Township Ward 3 (Vote For 1),Jason Lenart,DEM,183,90.15,1323,380,1,1,0,0
708,708,DEM Commissioner Elizabeth Township Ward 3 (Vote For 1),Write-in,DEM,20,9.85,1323,380,1,1,0,0
709,709,DEM Commissioner Elizabeth Township Ward 5 (Vote For 1),Write-in,DEM,56,100,1198,268,2,2,0,0
710,710,DEM Commissioner Elizabeth Township Ward 7 (Vote For 1),Christopher John Evans,DEM,162,97.59,1205,296,1,1,0,0
711,711,DEM Commissioner Elizabeth Township Ward 7 (Vote For 1),Write-in,DEM,4,2.41,1205,296,1,1,0,0
712,712,DEM Mayor Emsworth (Vote For 1),Write-in,DEM,75,100,1750,401,2,2,0,0
713,713,DEM Member of Council Emsworth (Vote For 3),Write-in,DEM,45,100,1750,401,2,2,0,0
714,714,DEM Member of Council Emsworth (Vote For 1),Write-in,DEM,22,100,1750,401,2,2,0,0
715,715,DEM Member of Council Etna Ward 1 (Vote For 2),Megan Tunon,DEM,119,51.07,800,204,1,1,0,0
716,716,DEM Member of Council Etna Ward 1 (Vote For 2),Brad  Iannuzzi,DEM,111,47.64,800,204,1,1,0,0
717,717,DEM Member of Council Etna Ward 1 (Vote For 2),Write-in,DEM,3,1.29,800,204,1,1,0,0
718,718,DEM Member of Council Etna Ward 2 (Vote For 1),Ronald Trader,DEM,93,93,661,126,1,1,0,0
719,719,DEM Member of Council Etna Ward 2 (Vote For 1),Write-in,DEM,7,7,661,126,1,1,0,0
720,720,DEM Member of Council Etna Ward 3 (Vote For 1),Jessica Semler,DEM,114,97.44,699,174,1,1,0,0
721,721,DEM Member of Council Etna Ward 3 (Vote For 1),Write-in,DEM,3,2.56,699,174,1,1,0,0
722,722,DEM Member of Council Etna Ward 3 (Vote For 1),Write-in,DEM,10,100,699,174,1,1,0,0
723,723,DEM Auditor Fawn (Vote For 1),Write-in,DEM,7,100,1458,424,2,2,0,0
724,724,DEM Auditor Fawn (Vote For 1),Write-in,DEM,8,100,1458,424,2,2,0,0
725,725,DEM Supervisor Fawn (Vote For 2),Jay  Swager,DEM,150,81.52,1458,424,2,2,0,0
726,726,DEM Supervisor Fawn (Vote For 2),Write-in,DEM,34,18.48,1458,424,2,2,0,0
727,727,DEM Auditor Findlay (Vote For 1),Write-in,DEM,36,100,4692,1021,3,3,0,0
728,728,DEM Supervisor Findlay (Vote For 1),Write-in,DEM,98,100,4692,1021,3,3,0,0
729,729,DEM Tax Collector Forest Hills (Vote For 1),Nina Sowiski,DEM,1351,98.76,5328,1854,8,8,0,0
730,730,DEM Tax Collector Forest Hills (Vote For 1),Write-in,DEM,17,1.24,5328,1854,8,8,0,0
731,731,DEM Member of Council Forest Hills (Vote For 3),Joseph DeCrosta,DEM,961,27.73,5328,1854,8,8,0,0
732,732,DEM Member of Council Forest Hills (Vote For 3),John Lawrence,DEM,909,26.23,5328,1854,8,8,0,0
733,733,DEM Member of Council Forest Hills (Vote For 3),Ian Clarke Bacon,DEM,885,25.54,5328,1854,8,8,0,0
734,734,DEM Member of Council Forest Hills (Vote For 3),William Burleigh,DEM,687,19.83,5328,1854,8,8,0,0
735,735,DEM Member of Council Forest Hills (Vote For 3),Write-in,DEM,23,0.66,5328,1854,8,8,0,0
736,736,DEM Auditor Forward (Vote For 1),Write-in,DEM,7,100,2005,676,4,4,0,0
737,737,DEM Auditor Forward (Vote For 1),Write-in,DEM,5,100,2005,676,4,4,0,0
738,738,DEM Auditor Forward (Vote For 1),Write-in,DEM,6,100,2005,676,4,4,0,0
739,739,DEM Supervisor Forward (Vote For 1),David Levdansky,DEM,233,73.27,2005,676,4,4,0,0
740,740,DEM Supervisor Forward (Vote For 1),Write-in,DEM,85,26.73,2005,676,4,4,0,0
741,741,DEM Member of Council Fox Chapel (Vote For 3),Betsy Monroe,DEM,647,44.44,4677,1352,5,5,0,0
742,742,DEM Member of Council Fox Chapel (Vote For 3),Frederick C.  Leech,DEM,508,34.89,4677,1352,5,5,0,0
743,743,DEM Member of Council Fox Chapel (Vote For 3),Write-in,DEM,301,20.67,4677,1352,5,5,0,0
744,744,DEM Member of Council Franklin Park Ward 1 (Vote For 1),Jiang Li,DEM,436,99.09,3849,971,3,3,0,0
745,745,DEM Member of Council Franklin Park Ward 1 (Vote For 1),Write-in,DEM,4,0.91,3849,971,3,3,0,0
746,746,DEM Member of Council Franklin Park Ward 2 (Vote For 1),Laura E. Czekaj,DEM,511,98.84,3909,1125,3,3,0,0
747,747,DEM Member of Council Franklin Park Ward 2 (Vote For 1),Write-in,DEM,6,1.16,3909,1125,3,3,0,0
748,748,DEM Member of Council Franklin Park Ward 3 (Vote For 1),Brian Samuel Malkin,DEM,443,99.33,3324,995,3,3,0,0
749,749,DEM Member of Council Franklin Park Ward 3 (Vote For 1),Write-in,DEM,3,0.67,3324,995,3,3,0,0
750,750,DEM Auditor Frazer (Vote For 1),Write-in,DEM,3,100,788,184,1,1,0,0
751,751,DEM Supervisor Frazer (Vote For 1),Matthew S. Beacom,DEM,93,98.94,788,184,1,1,0,0
752,752,DEM Supervisor Frazer (Vote For 1),Write-in,DEM,1,1.06,788,184,1,1,0,0
753,753,DEM Member of Council Glassport (Vote For 4),Angelo  Norelli,DEM,278,25.39,2568,526,6,6,0,0
754,754,DEM Member of Council Glassport (Vote For 4),Mark Stecak,DEM,277,25.3,2568,526,6,6,0,0
755,755,DEM Member of Council Glassport (Vote For 4),David Kowalski,DEM,266,24.29,2568,526,6,6,0,0
756,756,DEM Member of Council Glassport (Vote For 4),Amy Nabors,DEM,259,23.65,2568,526,6,6,0,0
757,757,DEM Member of Council Glassport (Vote For 4),Write-in,DEM,15,1.37,2568,526,6,6,0,0
758,758,DEM Member of Council Glassport (Vote For 1),Meghan DeVerse,DEM,298,94.9,2568,526,6,6,0,0
759,759,DEM Member of Council Glassport (Vote For 1),Write-in,DEM,16,5.1,2568,526,6,6,0,0
760,760,DEM Auditor Glenfield (Vote For 1),Write-in,DEM,1,100,142,46,1,1,0,0
761,761,DEM Auditor Glenfield (Vote For 1),Write-in,DEM,0,0,142,46,1,1,0,0
762,762,DEM Auditor Glenfield (Vote For 1),Write-in,DEM,0,0,142,46,1,1,0,0
763,763,DEM Member of Council Glenfield (Vote For 3),Write-in,DEM,24,100,142,46,1,1,0,0
764,764,DEM Member of Council Green Tree (Vote For 3),Emily Schwartz,DEM,593,36.34,3700,1020,4,4,0,0
765,765,DEM Member of Council Green Tree (Vote For 3),Ron Panza,DEM,524,32.11,3700,1020,4,4,0,0
766,766,DEM Member of Council Green Tree (Vote For 3),Arthur J. Tintori,DEM,503,30.82,3700,1020,4,4,0,0
767,767,DEM Member of Council Green Tree (Vote For 3),Write-in,DEM,12,0.74,3700,1020,4,4,0,0
768,768,DEM Controller Hampton (Vote For 1),Write-in,DEM,182,100,14156,3728,13,13,0,0
769,769,DEM Member of Council Hampton (Vote For 2),Richard O. Kernick,DEM,1657,51.17,14156,3728,13,13,0,0
770,770,DEM Member of Council Hampton (Vote For 2),Peter Catone,DEM,1550,47.87,14156,3728,13,13,0,0
771,771,DEM Member of Council Hampton (Vote For 2),Write-in,DEM,31,0.96,14156,3728,13,13,0,0
772,772,DEM Auditor Harmar (Vote For 1),Write-in,DEM,5,100,2225,699,3,3,0,0
773,773,DEM Auditor Harmar (Vote For 1),Write-in,DEM,5,100,2225,699,3,3,0,0
774,774,DEM Auditor Harmar (Vote For 1),Write-in,DEM,5,100,2225,699,3,3,0,0
775,775,DEM Supervisor Harmar (Vote For 2),Erik Brannock,DEM,236,50.11,2225,699,3,3,0,0
776,776,DEM Supervisor Harmar (Vote For 2),Joseph Gress,DEM,233,49.47,2225,699,3,3,0,0
777,777,DEM Supervisor Harmar (Vote For 2),Write-in,DEM,2,0.42,2225,699,3,3,0,0
778,778,DEM Commissioner Harrison Ward 1 (Vote For 1),Charles Dizard,DEM,291,98.64,1551,544,3,3,0,0
779,779,DEM Commissioner Harrison Ward 1 (Vote For 1),Write-in,DEM,4,1.36,1551,544,3,3,0,0
780,780,DEM Commissioner Harrison Ward 3 (Vote For 1),Eric Scott Bengel,DEM,213,50.47,1694,657,2,2,0,0
781,781,DEM Commissioner Harrison Ward 3 (Vote For 1),Gary L. Hines,DEM,206,48.82,1694,657,2,2,0,0
782,782,DEM Commissioner Harrison Ward 3 (Vote For 1),Write-in,DEM,3,0.71,1694,657,2,2,0,0
783,783,DEM Commissioner Harrison Ward 5 (Vote For 1),Gary Meanor,DEM,180,97.83,1260,306,2,2,0,0
784,784,DEM Commissioner Harrison Ward 5 (Vote For 1),Write-in,DEM,4,2.17,1260,306,2,2,0,0
785,785,DEM Member of Council Haysville (Vote For 3),Write-in,DEM,8,100,58,19,1,1,0,0
786,786,DEM Member of Council Haysville (Vote For 2),Write-in,DEM,3,100,58,19,1,1,0,0
787,787,DEM Member of Council Heidelberg (Vote For 2),Write-in,DEM,79,100,891,225,1,1,0,0
788,788,DEM Member of Council Homestead Ward 1 (Vote For 1),Lloyd Cunningham,DEM,119,96.75,825,167,2,2,0,0
789,789,DEM Member of Council Homestead Ward 1 (Vote For 1),Write-in,DEM,4,3.25,825,167,2,2,0,0
790,790,DEM Member of Council Homestead Ward 2 (Vote For 1),Connie D. Burwell,DEM,81,100,685,99,2,2,0,0
791,791,DEM Member of Council Homestead Ward 2 (Vote For 1),Write-in,DEM,0,0,685,99,2,2,0,0
792,792,DEM Member of Council Homestead Ward 3 (Vote For 1),Henry A. White,DEM,55,61.11,641,97,2,2,0,0
793,793,DEM Member of Council Homestead Ward 3 (Vote For 1),Donald Dais,DEM,33,36.67,641,97,2,2,0,0
794,794,DEM Member of Council Homestead Ward 3 (Vote For 1),Write-in,DEM,2,2.22,641,97,2,2,0,0
795,795,Dem Auditor Indiana (Vote For 1),Write-in,DEM,65,100,5301,1307,5,5,0,0
796,796,Dem Auditor Indiana (Vote For 1),Write-in,DEM,58,100,5301,1307,5,5,0,0
797,797,DEM Supervisor Indiana District 1 (Vote For 1),Kara  Novogradac,DEM,90,95.74,944,196,1,1,0,0
798,798,DEM Supervisor Indiana District 1 (Vote For 1),Write-in,DEM,4,4.26,944,196,1,1,0,0
799,799,DEM Supervisor Indiana District 2 (Vote For 1),Nettie Owens,DEM,98,90.74,845,193,1,1,0,0
800,800,DEM Supervisor Indiana District 2 (Vote For 1),Write-in,DEM,10,9.26,845,193,1,1,0,0
801,801,DEM Supervisor Indiana District 3 (Vote For 1),Emily S. Cook,DEM,150,86.21,1492,362,1,1,0,0
802,802,DEM Supervisor Indiana District 3 (Vote For 1),Write-in,DEM,24,13.79,1492,362,1,1,0,0
803,803,DEM Supervisor Indiana District 4 (Vote For 1),Sarah Hertweck,DEM,191,97.95,1108,336,1,1,0,0
804,804,DEM Supervisor Indiana District 4 (Vote For 1),Write-in,DEM,4,2.05,1108,336,1,1,0,0
805,805,DEM Tax Collector Ingram (Vote For 1),Patricia A. Romonovich,DEM,384,98.71,2311,567,3,3,0,0
806,806,DEM Tax Collector Ingram (Vote For 1),Write-in,DEM,5,1.29,2311,567,3,3,0,0
807,807,DEM Member of Council Ingram (Vote For 3),Samantha Jo Wilfert,DEM,320,50.87,2311,567,3,3,0,0
808,808,DEM Member of Council Ingram (Vote For 3),Peter Fiset,DEM,259,41.18,2311,567,3,3,0,0
809,809,DEM Member of Council Ingram (Vote For 3),Write-in,DEM,50,7.95,2311,567,3,3,0,0
810,810,DEM Member of Council Ingram (Vote For 1),Denise Embrey,DEM,266,70.74,2311,567,3,3,0,0
811,811,DEM Member of Council Ingram (Vote For 1),Richard L. Smith,DEM,100,26.6,2311,567,3,3,0,0
812,812,DEM Member of Council Ingram (Vote For 1),Write-in,DEM,10,2.66,2311,567,3,3,0,0
813,813,DEM Member of Council Jefferson Hills (Vote For 3),Karen M. Bucy,DEM,831,34.52,8580,2285,9,9,0,0
814,814,DEM Member of Council Jefferson Hills (Vote For 3),Nicole Stoicovy-Ruscitto,DEM,812,33.73,8580,2285,9,9,0,0
815,815,DEM Member of Council Jefferson Hills (Vote For 3),Edward Vincent Manfredi,DEM,700,29.08,8580,2285,9,9,0,0
816,816,DEM Member of Council Jefferson Hills (Vote For 3),Write-in,DEM,64,2.66,8580,2285,9,9,0,0
817,817,DEM Member of Council Jefferson Hills (Vote For 1),Karen M. Bucy,DEM,570,53.12,8580,2285,9,9,0,0
818,818,DEM Member of Council Jefferson Hills (Vote For 1),Nicole Stoicovy-Ruscitto,DEM,480,44.73,8580,2285,9,9,0,0
819,819,DEM Member of Council Jefferson Hills (Vote For 1),Write-in,DEM,23,2.14,8580,2285,9,9,0,0
820,820,DEM Commissioner Kennedy (Vote For 2),Chris DiNardo,DEM,1421,53.54,6563,2190,7,7,0,0
821,821,DEM Commissioner Kennedy (Vote For 2),Frederick Kauffmann,DEM,1085,40.88,6563,2190,7,7,0,0
822,822,DEM Commissioner Kennedy (Vote For 2),Write-in,DEM,148,5.58,6563,2190,7,7,0,0
823,823,DEM Tax Collector Kilbuck (Vote For 1),Write-in,DEM,4,100,603,184,1,1,0,0
824,824,DEM Auditor Kilbuck (Vote For 1),Write-in,DEM,4,100,603,184,1,1,0,0
825,825,DEM Auditor Kilbuck (Vote For 1),Write-in,DEM,3,100,603,184,1,1,0,0
826,826,DEM Auditor Kilbuck (Vote For 1),Write-in,DEM,3,100,603,184,1,1,0,0
827,827,DEM Supervisor Kilbuck (Vote For 1),Write-in,DEM,23,100,603,184,1,1,0,0
828,828,DEM Tax Collector Leet (Vote For 1),Write-in,DEM,21,100,1189,478,2,2,0,0
829,829,DEM Commissioner Leet (Vote For 3),Donna  Adipietro,DEM,158,26.73,1189,478,2,2,0,0
830,830,DEM Commissioner Leet (Vote For 3),Martin C. McDaniel,DEM,147,24.87,1189,478,2,2,0,0
831,831,DEM Commissioner Leet (Vote For 3),Kristine Shelton,DEM,144,24.37,1189,478,2,2,0,0
832,832,DEM Commissioner Leet (Vote For 3),"William S. Wanto, Jr.",DEM,85,14.38,1189,478,2,2,0,0
833,833,DEM Commissioner Leet (Vote For 3),Write-in,DEM,57,9.64,1189,478,2,2,0,0
834,834,DEM Member of Council Leetsdale (Vote For 3),Benjimen J. Frederick,DEM,85,29.93,804,253,1,1,0,0
835,835,DEM Member of Council Leetsdale (Vote For 3),Scott Zahner,DEM,85,29.93,804,253,1,1,0,0
836,836,DEM Member of Council Leetsdale (Vote For 3),Roger A. Nanni,DEM,67,23.59,804,253,1,1,0,0
837,837,DEM Member of Council Leetsdale (Vote For 3),Write-in,DEM,47,16.55,804,253,1,1,0,0
838,838,DEM Member of Council Liberty (Vote For 3),Christopher Michael Ponchak,DEM,157,34.58,1580,371,2,2,0,0
839,839,DEM Member of Council Liberty (Vote For 3),Michael John Zrenchak,DEM,147,32.38,1580,371,2,2,0,0
840,840,DEM Member of Council Liberty (Vote For 3),David Jon Newton Sowa,DEM,143,31.5,1580,371,2,2,0,0
841,841,DEM Member of Council Liberty (Vote For 3),Write-in,DEM,7,1.54,1580,371,2,2,0,0
842,842,DEM Member of Council Liberty (Vote For 1),Janice R. Matyasovsky,DEM,188,98.43,1580,371,2,2,0,0
843,843,DEM Member of Council Liberty (Vote For 1),Write-in,DEM,3,1.57,1580,371,2,2,0,0
844,844,DEM Tax Collector Lincoln (Vote For 1),Write-in,DEM,9,100,645,153,1,1,0,0
845,845,DEM Member of Council Lincoln (Vote For 3),Keli Vereb,DEM,72,34.45,645,153,1,1,0,0
846,846,DEM Member of Council Lincoln (Vote For 3),William D. Denne,DEM,69,33.01,645,153,1,1,0,0
847,847,DEM Member of Council Lincoln (Vote For 3),Paul S. Vereb,DEM,67,32.06,645,153,1,1,0,0
848,848,DEM Member of Council Lincoln (Vote For 3),Write-in,DEM,1,0.48,645,153,1,1,0,0
849,849,Dem Auditor Marshall (Vote For 1),Write-in,DEM,17,100,7201,1610,7,7,0,0
850,850,Dem Auditor Marshall (Vote For 1),Write-in,DEM,18,100,7201,1610,7,7,0,0
851,851,DEM Supervisor Marshall (Vote For 1),Write-in,DEM,45,100,7201,1610,7,7,0,0
852,852,DEM Member of Council McCandless Ward 1 (Vote For 1),Write-in,DEM,115,100,3139,791,3,3,0,0
853,853,DEM Member of Council McCandless Ward 3 (Vote For 1),Write-in,DEM,317,100,3050,931,3,3,0,0
854,854,DEM Member of Council McCandless Ward 5 (Vote For 1),Write-in,DEM,207,100,3211,968,3,3,0,0
855,855,DEM Member of Council McCandless Ward 7 (Vote For 1),Patricia  Cloonan,DEM,426,98.61,3105,861,3,3,0,0
856,856,DEM Member of Council McCandless Ward 7 (Vote For 1),Write-in,DEM,6,1.39,3105,861,3,3,0,0
857,857,DEM Member of Council McDonald (Vote For 4),Tom Rockwell,DEM,22,56.41,217,40,1,1,0,0
858,858,DEM Member of Council McDonald (Vote For 4),Thomas A. McQuillan,DEM,16,41.03,217,40,1,1,0,0
859,859,DEM Member of Council McDonald (Vote For 4),Write-in,DEM,1,2.56,217,40,1,1,0,0
860,860,DEM Mayor McKeesport (Vote For 1),Michael Cherepko,DEM,1277,54.53,10877,2838,32,32,0,0
861,861,DEM Mayor McKeesport (Vote For 1),Corry J. Sanders,DEM,676,28.86,10877,2838,32,32,0,0
862,862,DEM Mayor McKeesport (Vote For 1),Joe Lopretto,DEM,379,16.18,10877,2838,32,32,0,0
863,863,DEM Mayor McKeesport (Vote For 1),Write-in,DEM,10,0.43,10877,2838,32,32,0,0
864,864,DEM Member of Council McKeesport (Vote For 4),Keith Soles,DEM,1383,22.57,10877,2838,32,32,0,0
865,865,DEM Member of Council McKeesport (Vote For 4),Amber Webb,DEM,1262,20.6,10877,2838,32,32,0,0
866,866,DEM Member of Council McKeesport (Vote For 4),Richard Dellapenna,DEM,1165,19.01,10877,2838,32,32,0,0
867,867,DEM Member of Council McKeesport (Vote For 4),LuEthel Nesbit,DEM,1157,18.88,10877,2838,32,32,0,0
868,868,DEM Member of Council McKeesport (Vote For 4),Harold Allen,DEM,1074,17.53,10877,2838,32,32,0,0
869,869,DEM Member of Council McKeesport (Vote For 4),Write-in,DEM,86,1.4,10877,2838,32,32,0,0
870,870,DEM Member of Council McKees Rocks Ward 1 (Vote For 1),Craig Myers,DEM,74,97.37,723,90,2,2,0,0
871,871,DEM Member of Council McKees Rocks Ward 1 (Vote For 1),Write-in,DEM,2,2.63,723,90,2,2,0,0
872,872,DEM Member of Council McKees Rocks Ward 1 (Vote For 1),Barbara A. Marquez,DEM,72,97.3,723,90,2,2,0,0
873,873,DEM Member of Council McKees Rocks Ward 1 (Vote For 1),Write-in,DEM,2,2.7,723,90,2,2,0,0
874,874,DEM Member of Council McKees Rocks Ward 2 (Vote For 1),John Malesnick,DEM,97,97.98,1130,133,2,2,0,0
875,875,DEM Member of Council McKees Rocks Ward 2 (Vote For 1),Write-in,DEM,2,2.02,1130,133,2,2,0,0
876,876,DEM Member of Council McKees Rocks Ward 3 (Vote For 3),"Ralph C. Gallagher, Jr.",DEM,174,46.77,1702,288,3,3,0,0
877,877,DEM Member of Council McKees Rocks Ward 3 (Vote For 3),Arthur Brinza,DEM,152,40.86,1702,288,3,3,0,0
878,878,DEM Member of Council McKees Rocks Ward 3 (Vote For 3),Write-in,DEM,46,12.37,1702,288,3,3,0,0
879,879,DEM Member of Council Millvale (Vote For 4),Katie Dembowski,DEM,323,28.66,2231,502,5,5,0,0
880,880,DEM Member of Council Millvale (Vote For 4),Denise Rudar,DEM,275,24.4,2231,502,5,5,0,0
881,881,DEM Member of Council Millvale (Vote For 4),"Paul D. Bossung, Jr.",DEM,258,22.89,2231,502,5,5,0,0
882,882,DEM Member of Council Millvale (Vote For 4),William G. Stout,DEM,252,22.36,2231,502,5,5,0,0
883,883,DEM Member of Council Millvale (Vote For 4),Write-in,DEM,19,1.69,2231,502,5,5,0,0
884,884,DEM Member of Council Millvale (Vote For 1),Tyler Halt,DEM,329,96.76,2231,502,5,5,0,0
885,885,DEM Member of Council Millvale (Vote For 1),Write-in,DEM,11,3.24,2231,502,5,5,0,0
886,886,DEM Member of Council Monroeville Ward 2 (Vote For 1),Eric Poach,DEM,484,92.19,2899,943,3,3,0,0
887,887,DEM Member of Council Monroeville Ward 2 (Vote For 1),Write-in,DEM,41,7.81,2899,943,3,3,0,0
888,888,DEM Member of Council Monroeville Ward 4 (Vote For 1),"James C. Johns, Jr.",DEM,231,53.6,2585,731,3,3,0,0
889,889,DEM Member of Council Monroeville Ward 4 (Vote For 1),Steven Wolfram,DEM,178,41.3,2585,731,3,3,0,0
890,890,DEM Member of Council Monroeville Ward 4 (Vote For 1),Write-in,DEM,22,5.1,2585,731,3,3,0,0
891,891,DEM Member of Council Monroeville Ward 6 (Vote For 1),Bob Williams,DEM,458,97.86,2997,683,4,4,0,0
892,892,DEM Member of Council Monroeville Ward 6 (Vote For 1),Write-in,DEM,10,2.14,2997,683,4,4,0,0
893,893,DEM Auditor Moon (Vote For 1),Write-in,DEM,213,100,18164,4259,13,13,0,0
894,894,DEM Supervisor Moon (Vote For 2),Kathleen Madonna-Emmerling,DEM,2157,93.26,18164,4259,13,13,0,0
895,895,DEM Supervisor Moon (Vote For 2),Write-in,DEM,156,6.74,18164,4259,13,13,0,0
896,896,DEM Commissioner Mt. Lebanon Ward 1 (Vote For 1),Jeff Siegler,DEM,692,57.67,5156,1818,7,7,0,0
897,897,DEM Commissioner Mt. Lebanon Ward 1 (Vote For 1),Robert Mackey,DEM,503,41.92,5156,1818,7,7,0,0
898,898,DEM Commissioner Mt. Lebanon Ward 1 (Vote For 1),Write-in,DEM,5,0.42,5156,1818,7,7,0,0
899,899,DEM Commissioner Mt. Lebanon Ward 3 (Vote For 1),Anne Swager Wilson,DEM,1081,98.54,5201,1781,8,8,0,0
900,900,DEM Commissioner Mt. Lebanon Ward 3 (Vote For 1),Write-in,DEM,16,1.46,5201,1781,8,8,0,0
901,901,DEM Commissioner Mt. Lebanon Ward 5 (Vote For 1),Andrew Flynn,DEM,1102,99.1,4953,1613,8,8,0,0
902,902,DEM Commissioner Mt. Lebanon Ward 5 (Vote For 1),Write-in,DEM,10,0.9,4953,1613,8,8,0,0
903,903,DEM Member of Council Mt. Oliver (Vote For 3),Christina A. Reft,DEM,173,36.97,2178,288,4,4,0,0
904,904,DEM Member of Council Mt. Oliver (Vote For 3),Frank C. Bernardini,DEM,138,29.49,2178,288,4,4,0,0
905,905,DEM Member of Council Mt. Oliver (Vote For 3),Francis Heckmann,DEM,137,29.27,2178,288,4,4,0,0
